"id","codi_estacio","codi_variable","data_lectura","data_extrem","valor_lectura","codi_estat","codi_base"
"X4361501091700","X4","36","2009-01-15T17:00:00.000",,"0","V","HO"
"X4421501091800","X4","42","2009-01-15T18:00:00.000","2009-01-15T18:58:00.000","10.5","V","HO"
"X4441501091800","X4","44","2009-01-15T18:00:00.000","2009-01-15T18:30:00.000","68","V","HO"
"X4401501091800","X4","40","2009-01-15T18:00:00.000","2009-01-15T18:00:00.000","10.8","V","HO"
"X4361501091800","X4","36","2009-01-15T18:00:00.000",,"0","V","HO"
"X4351501091800","X4","35","2009-01-15T18:00:00.000",,"0","V","HO"
"X4341501091800","X4","34","2009-01-15T18:00:00.000",,"1012","V","HO"
"X4331501091800","X4","33","2009-01-15T18:00:00.000",,"69","V","HO"
"X4321501091800","X4","32","2009-01-15T18:00:00.000",,"10.6","V","HO"
"X4501501091800","X4","50","2009-01-15T18:00:00.000","2009-01-15T18:05:00.000","5.4","V","HO"
"X4511501091800","X4","51","2009-01-15T18:00:00.000",,"97","V","HO"
"X4321501091900","X4","32","2009-01-15T19:00:00.000",,"10.2","V","HO"
"X4421501091900","X4","42","2009-01-15T19:00:00.000","2009-01-15T19:57:00.000","9.9","V","HO"
"X4341501091900","X4","34","2009-01-15T19:00:00.000",,"1013","V","HO"
"X4351501091900","X4","35","2009-01-15T19:00:00.000",,"0","V","HO"
"X4361501091900","X4","36","2009-01-15T19:00:00.000",,"0","V","HO"
"X4401501091900","X4","40","2009-01-15T19:00:00.000","2009-01-15T19:00:00.000","10.5","V","HO"
"X4331501091900","X4","33","2009-01-15T19:00:00.000",,"69","V","HO"
"X4441501091900","X4","44","2009-01-15T19:00:00.000","2009-01-15T19:51:00.000","68","V","HO"
"X4501501091900","X4","50","2009-01-15T19:00:00.000","2009-01-15T19:05:00.000","3.7","V","HO"
"X4511501091900","X4","51","2009-01-15T19:00:00.000",,"74","V","HO"
"X4321501092000","X4","32","2009-01-15T20:00:00.000",,"9.7","V","HO"
"X4331501092000","X4","33","2009-01-15T20:00:00.000",,"69","V","HO"
"X4341501092000","X4","34","2009-01-15T20:00:00.000",,"1014","V","HO"
"X4351501092000","X4","35","2009-01-15T20:00:00.000",,"0","V","HO"
"X4511501092000","X4","51","2009-01-15T20:00:00.000",,"26","V","HO"
"X4401501092000","X4","40","2009-01-15T20:00:00.000","2009-01-15T20:00:00.000","9.9","V","HO"
"X4421501092000","X4","42","2009-01-15T20:00:00.000","2009-01-15T20:57:00.000","9.4","V","HO"
"X4441501092000","X4","44","2009-01-15T20:00:00.000","2009-01-15T20:05:00.000","69","V","HO"
"X4501501092000","X4","50","2009-01-15T20:00:00.000","2009-01-15T20:24:00.000","4.5","V","HO"
"X4361501092000","X4","36","2009-01-15T20:00:00.000",,"0","V","HO"
"X4341501092100","X4","34","2009-01-15T21:00:00.000",,"1014","V","HO"
"X4351501092100","X4","35","2009-01-15T21:00:00.000",,"0","V","HO"
"X4361501092100","X4","36","2009-01-15T21:00:00.000",,"0","V","HO"
"X4401501092100","X4","40","2009-01-15T21:00:00.000","2009-01-15T21:00:00.000","9.4","V","HO"
"X4331501092100","X4","33","2009-01-15T21:00:00.000",,"71","V","HO"
"X4441501092100","X4","44","2009-01-15T21:00:00.000","2009-01-15T21:00:00.000","71","V","HO"
"X4501501092100","X4","50","2009-01-15T21:00:00.000","2009-01-15T21:12:00.000","3.9","V","HO"
"X4511501092100","X4","51","2009-01-15T21:00:00.000",,"39","V","HO"
"X4321501092100","X4","32","2009-01-15T21:00:00.000",,"9.2","V","HO"
"X4421501092100","X4","42","2009-01-15T21:00:00.000","2009-01-15T21:57:00.000","8.9","V","HO"
"X4011501092200","X4","1","2009-01-15T22:00:00.000","2009-01-15T22:58:00.000","1015","V","HO"
"X4321501092200","X4","32","2009-01-15T22:00:00.000",,"8.9","V","HO"
"X4331501092200","X4","33","2009-01-15T22:00:00.000",,"72","V","HO"
"X4341501092200","X4","34","2009-01-15T22:00:00.000",,"1015","V","HO"
"X4351501092200","X4","35","2009-01-15T22:00:00.000",,"0","V","HO"
"X4511501092200","X4","51","2009-01-15T22:00:00.000",,"10","V","HO"
"X4401501092200","X4","40","2009-01-15T22:00:00.000","2009-01-15T22:06:00.000","9","V","HO"
"X4421501092200","X4","42","2009-01-15T22:00:00.000","2009-01-15T22:50:00.000","8.8","V","HO"
"X4441501092200","X4","44","2009-01-15T22:00:00.000","2009-01-15T22:26:00.000","72","V","HO"
"X4501501092200","X4","50","2009-01-15T22:00:00.000","2009-01-15T22:43:00.000","4.3","V","HO"
"X4361501092200","X4","36","2009-01-15T22:00:00.000",,"0","V","HO"
"X4321501092300","X4","32","2009-01-15T23:00:00.000",,"8.8","V","HO"
"X4331501092300","X4","33","2009-01-15T23:00:00.000",,"72","V","HO"
"X4341501092300","X4","34","2009-01-15T23:00:00.000",,"1015","V","HO"
"X4351501092300","X4","35","2009-01-15T23:00:00.000",,"0","V","HO"
"X4511501092300","X4","51","2009-01-15T23:00:00.000",,"43","V","HO"
"X4401501092300","X4","40","2009-01-15T23:00:00.000","2009-01-15T23:02:00.000","8.9","V","HO"
"X4421501092300","X4","42","2009-01-15T23:00:00.000","2009-01-15T23:58:00.000","8.5","V","HO"
"X4441501092300","X4","44","2009-01-15T23:00:00.000","2009-01-15T23:55:00.000","70","V","HO"
"X4501501092300","X4","50","2009-01-15T23:00:00.000","2009-01-15T23:21:00.000","4","V","HO"
"X4361501092300","X4","36","2009-01-15T23:00:00.000",,"0","V","HO"
"X4321601090000","X4","32","2009-01-16T00:00:00.000",,"8.4","V","HO"
"X4331601090000","X4","33","2009-01-16T00:00:00.000",,"70","V","HO"
"X4341601090000","X4","34","2009-01-16T00:00:00.000",,"1015","V","HO"
"X4351601090000","X4","35","2009-01-16T00:00:00.000",,"0","V","HO"
"X4511601090000","X4","51","2009-01-16T00:00:00.000",,"4","V","HO"
"X4401601090000","X4","40","2009-01-16T00:00:00.000","2009-01-16T00:00:00.000","8.5","V","HO"
"X4421601090000","X4","42","2009-01-16T00:00:00.000","2009-01-16T00:56:00.000","8.2","V","HO"
"X4441601090000","X4","44","2009-01-16T00:00:00.000","2009-01-16T00:58:00.000","69","V","HO"
"X4501601090000","X4","50","2009-01-16T00:00:00.000","2009-01-16T00:53:00.000","4.1","V","HO"
"X4361601090000","X4","36","2009-01-16T00:00:00.000",,"0","V","HO"
"X4511601090100","X4","51","2009-01-16T01:00:00.000",,"14","V","HO"
"X4421601090100","X4","42","2009-01-16T01:00:00.000","2009-01-16T01:58:00.000","7.9","V","HO"
"X4441601090100","X4","44","2009-01-16T01:00:00.000","2009-01-16T01:57:00.000","67","V","HO"
"X4501601090100","X4","50","2009-01-16T01:00:00.000","2009-01-16T01:29:00.000","4.6","V","HO"
"X4401601090100","X4","40","2009-01-16T01:00:00.000","2009-01-16T01:00:00.000","8.2","V","HO"
"X4021601090100","X4","2","2009-01-16T01:00:00.000","2009-01-16T01:10:00.000","1015","V","HO"
"X4361601090100","X4","36","2009-01-16T01:00:00.000",,"0","V","HO"
"X4351601090100","X4","35","2009-01-16T01:00:00.000",,"0","V","HO"
"X4341601090100","X4","34","2009-01-16T01:00:00.000",,"1015","V","HO"
"X4331601090100","X4","33","2009-01-16T01:00:00.000",,"68","V","HO"
"X4321601090100","X4","32","2009-01-16T01:00:00.000",,"8.1","V","HO"
"X4321601090200","X4","32","2009-01-16T02:00:00.000",,"7.8","V","HO"
"X4331601090200","X4","33","2009-01-16T02:00:00.000",,"67","V","HO"
"X4341601090200","X4","34","2009-01-16T02:00:00.000",,"1015","V","HO"
"X4351601090200","X4","35","2009-01-16T02:00:00.000",,"0","V","HO"
"X4511601090200","X4","51","2009-01-16T02:00:00.000",,"15","V","HO"
"X4401601090200","X4","40","2009-01-16T02:00:00.000","2009-01-16T02:00:00.000","7.9","V","HO"
"X4421601090200","X4","42","2009-01-16T02:00:00.000","2009-01-16T02:55:00.000","7.8","V","HO"
"X4441601090200","X4","44","2009-01-16T02:00:00.000","2009-01-16T02:51:00.000","66","V","HO"
"X4501601090200","X4","50","2009-01-16T02:00:00.000","2009-01-16T02:41:00.000","4.1","V","HO"
"X4361601090200","X4","36","2009-01-16T02:00:00.000",,"0","V","HO"
"X4441601090300","X4","44","2009-01-16T03:00:00.000","2009-01-16T03:52:00.000","64","V","HO"
"X4501601090300","X4","50","2009-01-16T03:00:00.000","2009-01-16T03:33:00.000","3.3","V","HO"
"X4511601090300","X4","51","2009-01-16T03:00:00.000",,"10","V","HO"
"X4331601090300","X4","33","2009-01-16T03:00:00.000",,"66","V","HO"
"X4321601090300","X4","32","2009-01-16T03:00:00.000",,"7.8","V","HO"
"X4351601090300","X4","35","2009-01-16T03:00:00.000",,"0","V","HO"
"X4361601090300","X4","36","2009-01-16T03:00:00.000",,"0","V","HO"
"X4401601090300","X4","40","2009-01-16T03:00:00.000","2009-01-16T03:41:00.000","7.8","V","HO"
"X4421601090300","X4","42","2009-01-16T03:00:00.000","2009-01-16T03:21:00.000","7.7","V","HO"
"X4341601090300","X4","34","2009-01-16T03:00:00.000",,"1015","V","HO"
"X4321601090400","X4","32","2009-01-16T04:00:00.000",,"7.7","V","HO"
"X4331601090400","X4","33","2009-01-16T04:00:00.000",,"63","V","HO"
"X4341601090400","X4","34","2009-01-16T04:00:00.000",,"1016","V","HO"
"X4351601090400","X4","35","2009-01-16T04:00:00.000",,"0","V","HO"
"X4511601090400","X4","51","2009-01-16T04:00:00.000",,"8","V","HO"
"X4401601090400","X4","40","2009-01-16T04:00:00.000","2009-01-16T04:00:00.000","7.7","V","HO"
"X4421601090400","X4","42","2009-01-16T04:00:00.000","2009-01-16T04:56:00.000","7.6","V","HO"
"X4441601090400","X4","44","2009-01-16T04:00:00.000","2009-01-16T04:34:00.000","62","V","HO"
"X4501601090400","X4","50","2009-01-16T04:00:00.000","2009-01-16T04:55:00.000","5","V","HO"
"X4361601090400","X4","36","2009-01-16T04:00:00.000",,"0","V","HO"
"X4321601090500","X4","32","2009-01-16T05:00:00.000",,"7.7","V","HO"
"X4331601090500","X4","33","2009-01-16T05:00:00.000",,"66","V","HO"
"X4341601090500","X4","34","2009-01-16T05:00:00.000",,"1016","V","HO"
"X4351601090500","X4","35","2009-01-16T05:00:00.000",,"0","V","HO"
"X4511601090500","X4","51","2009-01-16T05:00:00.000",,"39","V","HO"
"X4401601090500","X4","40","2009-01-16T05:00:00.000","2009-01-16T05:48:00.000","7.7","V","HO"
"X4421601090500","X4","42","2009-01-16T05:00:00.000","2009-01-16T05:58:00.000","7.6","V","HO"
"X4441601090500","X4","44","2009-01-16T05:00:00.000","2009-01-16T05:00:00.000","64","V","HO"
"X4501601090500","X4","50","2009-01-16T05:00:00.000","2009-01-16T05:00:00.000","4.7","V","HO"
"X4361601090500","X4","36","2009-01-16T05:00:00.000",,"0","V","HO"
"X4321601090600","X4","32","2009-01-16T06:00:00.000",,"7.7","V","HO"
"X4331601090600","X4","33","2009-01-16T06:00:00.000",,"69","V","HO"
"X4341601090600","X4","34","2009-01-16T06:00:00.000",,"1017","V","HO"
"X4351601090600","X4","35","2009-01-16T06:00:00.000",,"0","V","HO"
"X4511601090600","X4","51","2009-01-16T06:00:00.000",,"8","V","HO"
"X4401601090600","X4","40","2009-01-16T06:00:00.000","2009-01-16T06:47:00.000","7.8","V","HO"
"X4421601090600","X4","42","2009-01-16T06:00:00.000","2009-01-16T06:00:00.000","7.5","V","HO"
"X4441601090600","X4","44","2009-01-16T06:00:00.000","2009-01-16T06:29:00.000","68","V","HO"
"X4501601090600","X4","50","2009-01-16T06:00:00.000","2009-01-16T06:42:00.000","2.8","V","HO"
"X4361601090600","X4","36","2009-01-16T06:00:00.000",,"0","V","HO"
"X4421601090700","X4","42","2009-01-16T07:00:00.000","2009-01-16T07:05:00.000","7.8","V","HO"
"X4441601090700","X4","44","2009-01-16T07:00:00.000","2009-01-16T07:45:00.000","67","V","HO"
"X4501601090700","X4","50","2009-01-16T07:00:00.000","2009-01-16T07:11:00.000","3.1","V","HO"
"X4511601090700","X4","51","2009-01-16T07:00:00.000",,"356","V","HO"
"X4401601090700","X4","40","2009-01-16T07:00:00.000","2009-01-16T07:58:00.000","8.4","V","HO"
"X4331601090700","X4","33","2009-01-16T07:00:00.000",,"69","V","HO"
"X4341601090700","X4","34","2009-01-16T07:00:00.000",,"1017","V","HO"
"X4351601090700","X4","35","2009-01-16T07:00:00.000",,"0","V","HO"
"X4361601090700","X4","36","2009-01-16T07:00:00.000",,"15","V","HO"
"X4321601090700","X4","32","2009-01-16T07:00:00.000",,"8.1","V","HO"
"X4501601090800","X4","50","2009-01-16T08:00:00.000","2009-01-16T08:42:00.000","3.8","V","HO"
"X4511601090800","X4","51","2009-01-16T08:00:00.000",,"1","V","HO"
"X4321601090800","X4","32","2009-01-16T08:00:00.000",,"9.5","V","HO"
"X4331601090800","X4","33","2009-01-16T08:00:00.000",,"64","V","HO"
"X4441601090800","X4","44","2009-01-16T08:00:00.000","2009-01-16T08:51:00.000","61","V","HO"
"X4351601090800","X4","35","2009-01-16T08:00:00.000",,"0","V","HO"
"X4361601090800","X4","36","2009-01-16T08:00:00.000",,"124","V","HO"
"X4401601090800","X4","40","2009-01-16T08:00:00.000","2009-01-16T08:57:00.000","10.2","V","HO"
"X4421601090800","X4","42","2009-01-16T08:00:00.000","2009-01-16T08:00:00.000","8.5","V","HO"
"X4341601090800","X4","34","2009-01-16T08:00:00.000",,"1018","V","HO"
"X4321601090900","X4","32","2009-01-16T09:00:00.000",,"10.6","V","HO"
"X4331601090900","X4","33","2009-01-16T09:00:00.000",,"61","V","HO"
"X4341601090900","X4","34","2009-01-16T09:00:00.000",,"1018","V","HO"
"X4351601090900","X4","35","2009-01-16T09:00:00.000",,"0","V","HO"
"X4421601090900","X4","42","2009-01-16T09:00:00.000","2009-01-16T09:00:00.000","10.2","V","HO"
"X4401601090900","X4","40","2009-01-16T09:00:00.000","2009-01-16T09:58:00.000","11.1","V","HO"
"X4441601090900","X4","44","2009-01-16T09:00:00.000","2009-01-16T09:54:00.000","59","V","HO"
"X4501601090900","X4","50","2009-01-16T09:00:00.000","2009-01-16T09:23:00.000","3.7","V","HO"
"X4511601090900","X4","51","2009-01-16T09:00:00.000",,"4","V","HO"
"X4361601090900","X4","36","2009-01-16T09:00:00.000",,"159","V","HO"
"X4321601091000","X4","32","2009-01-16T10:00:00.000",,"11.9","V","HO"
"X4331601091000","X4","33","2009-01-16T10:00:00.000",,"57","V","HO"
"X4341601091000","X4","34","2009-01-16T10:00:00.000",,"1019","V","HO"
"X4351601091000","X4","35","2009-01-16T10:00:00.000",,"0","V","HO"
"X4511601091000","X4","51","2009-01-16T10:00:00.000",,"9","V","HO"
"X4401601091000","X4","40","2009-01-16T10:00:00.000","2009-01-16T10:32:00.000","12.3","V","HO"
"X4421601091000","X4","42","2009-01-16T10:00:00.000","2009-01-16T10:00:00.000","11.2","V","HO"
"X4441601091000","X4","44","2009-01-16T10:00:00.000","2009-01-16T10:33:00.000","55","V","HO"
"X4501601091000","X4","50","2009-01-16T10:00:00.000","2009-01-16T10:09:00.000","3.7","V","HO"
"X4361601091000","X4","36","2009-01-16T10:00:00.000",,"274","V","HO"
"X4321601091100","X4","32","2009-01-16T11:00:00.000",,"12.9","V","HO"
"X4331601091100","X4","33","2009-01-16T11:00:00.000",,"56","V","HO"
"X4341601091100","X4","34","2009-01-16T11:00:00.000",,"1018","V","HO"
"X4351601091100","X4","35","2009-01-16T11:00:00.000",,"0","V","HO"
"X4511601091100","X4","51","2009-01-16T11:00:00.000",,"55","V","HO"
"X4401601091100","X4","40","2009-01-16T11:00:00.000","2009-01-16T11:52:00.000","13.3","V","HO"
"X4421601091100","X4","42","2009-01-16T11:00:00.000","2009-01-16T11:01:00.000","12.3","V","HO"
"X4441601091100","X4","44","2009-01-16T11:00:00.000","2009-01-16T11:27:00.000","55","V","HO"
"X4501601091100","X4","50","2009-01-16T11:00:00.000","2009-01-16T11:30:00.000","4.5","V","HO"
"X4361601091100","X4","36","2009-01-16T11:00:00.000",,"368","V","HO"
"X4321601091200","X4","32","2009-01-16T12:00:00.000",,"12.8","V","HO"
"X4331601091200","X4","33","2009-01-16T12:00:00.000",,"60","V","HO"
"X4341601091200","X4","34","2009-01-16T12:00:00.000",,"1018","V","HO"
"X4351601091200","X4","35","2009-01-16T12:00:00.000",,"0","V","HO"
"X4511601091200","X4","51","2009-01-16T12:00:00.000",,"73","V","HO"
"X4401601091200","X4","40","2009-01-16T12:00:00.000","2009-01-16T12:00:00.000","13.2","V","HO"
"X4421601091200","X4","42","2009-01-16T12:00:00.000","2009-01-16T12:25:00.000","12.6","V","HO"
"X4441601091200","X4","44","2009-01-16T12:00:00.000","2009-01-16T12:00:00.000","57","V","HO"
"X4501601091200","X4","50","2009-01-16T12:00:00.000","2009-01-16T12:11:00.000","5","V","HO"
"X4361601091200","X4","36","2009-01-16T12:00:00.000",,"203","V","HO"
"X4361601091300","X4","36","2009-01-16T13:00:00.000",,"373","V","HO"
"X4351601091300","X4","35","2009-01-16T13:00:00.000",,"0","V","HO"
"X4341601091300","X4","34","2009-01-16T13:00:00.000",,"1018","V","HO"
"X4331601091300","X4","33","2009-01-16T13:00:00.000",,"61","V","HO"
"X4321601091300","X4","32","2009-01-16T13:00:00.000",,"13.3","V","HO"
"X4421601091300","X4","42","2009-01-16T13:00:00.000","2009-01-16T13:07:00.000","12.9","V","HO"
"X4401601091300","X4","40","2009-01-16T13:00:00.000","2009-01-16T13:33:00.000","13.9","V","HO"
"X4501601091300","X4","50","2009-01-16T13:00:00.000","2009-01-16T13:13:00.000","5.2","V","HO"
"X4511601091300","X4","51","2009-01-16T13:00:00.000",,"98","V","HO"
"X4441601091300","X4","44","2009-01-16T13:00:00.000","2009-01-16T13:32:00.000","59","V","HO"
"X4401601091400","X4","40","2009-01-16T14:00:00.000","2009-01-16T14:36:00.000","13.3","V","HO"
"X4421601091400","X4","42","2009-01-16T14:00:00.000","2009-01-16T14:06:00.000","12.9","V","HO"
"X4441601091400","X4","44","2009-01-16T14:00:00.000","2009-01-16T14:52:00.000","60","V","HO"
"X4501601091400","X4","50","2009-01-16T14:00:00.000","2009-01-16T14:36:00.000","5","V","HO"
"X4511601091400","X4","51","2009-01-16T14:00:00.000",,"74","V","HO"
"X4321601091400","X4","32","2009-01-16T14:00:00.000",,"13.1","V","HO"
"X4331601091400","X4","33","2009-01-16T14:00:00.000",,"62","V","HO"
"X4341601091400","X4","34","2009-01-16T14:00:00.000",,"1018","V","HO"
"X4351601091400","X4","35","2009-01-16T14:00:00.000",,"0","V","HO"
"X4361601091400","X4","36","2009-01-16T14:00:00.000",,"250","V","HO"
"X4321601091500","X4","32","2009-01-16T15:00:00.000",,"12.7","V","HO"
"X4331601091500","X4","33","2009-01-16T15:00:00.000",,"64","V","HO"
"X4511601091500","X4","51","2009-01-16T15:00:00.000",,"117","V","HO"
"X4501601091500","X4","50","2009-01-16T15:00:00.000","2009-01-16T15:45:00.000","4.2","V","HO"
"X4441601091500","X4","44","2009-01-16T15:00:00.000","2009-01-16T15:01:00.000","62","V","HO"
"X4421601091500","X4","42","2009-01-16T15:00:00.000","2009-01-16T15:58:00.000","12.3","V","HO"
"X4401601091500","X4","40","2009-01-16T15:00:00.000","2009-01-16T15:00:00.000","13.2","V","HO"
"X4361601091500","X4","36","2009-01-16T15:00:00.000",,"87","V","HO"
"X4351601091500","X4","35","2009-01-16T15:00:00.000",,"0","V","HO"
"X4341601091500","X4","34","2009-01-16T15:00:00.000",,"1018","V","HO"
"X4321601091600","X4","32","2009-01-16T16:00:00.000",,"12","V","HO"
"X4331601091600","X4","33","2009-01-16T16:00:00.000",,"66","V","HO"
"X4341601091600","X4","34","2009-01-16T16:00:00.000",,"1018","V","HO"
"X4351601091600","X4","35","2009-01-16T16:00:00.000",,"0","V","HO"
"X4511601091600","X4","51","2009-01-16T16:00:00.000",,"105","V","HO"
"X4401601091600","X4","40","2009-01-16T16:00:00.000","2009-01-16T16:00:00.000","12.3","V","HO"
"X4421601091600","X4","42","2009-01-16T16:00:00.000","2009-01-16T16:56:00.000","11.8","V","HO"
"X4441601091600","X4","44","2009-01-16T16:00:00.000","2009-01-16T16:55:00.000","65","V","HO"
"X4501601091600","X4","50","2009-01-16T16:00:00.000","2009-01-16T16:03:00.000","3.9","V","HO"
"X4361601091600","X4","36","2009-01-16T16:00:00.000",,"13","V","HO"
"X4361601091700","X4","36","2009-01-16T17:00:00.000",,"0","V","HO"
"X4401601091700","X4","40","2009-01-16T17:00:00.000","2009-01-16T17:00:00.000","11.8","V","HO"
"X4421601091700","X4","42","2009-01-16T17:00:00.000","2009-01-16T17:44:00.000","11.7","V","HO"
"X4441601091700","X4","44","2009-01-16T17:00:00.000","2009-01-16T17:06:00.000","65","V","HO"
"X4351601091700","X4","35","2009-01-16T17:00:00.000",,"0","V","HO"
"X4511601091700","X4","51","2009-01-16T17:00:00.000",,"76","V","HO"
"X4321601091700","X4","32","2009-01-16T17:00:00.000",,"11.7","V","HO"
"X4331601091700","X4","33","2009-01-16T17:00:00.000",,"66","V","HO"
"X4341601091700","X4","34","2009-01-16T17:00:00.000",,"1019","V","HO"
"X4501601091700","X4","50","2009-01-16T17:00:00.000","2009-01-16T17:06:00.000","3.1","V","HO"
"X4321601091800","X4","32","2009-01-16T18:00:00.000",,"11.6","V","HO"
"X4331601091800","X4","33","2009-01-16T18:00:00.000",,"67","V","HO"
"X4341601091800","X4","34","2009-01-16T18:00:00.000",,"1019","V","HO"
"X4351601091800","X4","35","2009-01-16T18:00:00.000",,"0","V","HO"
"X4511601091800","X4","51","2009-01-16T18:00:00.000",,"123","V","HO"
"X4401601091800","X4","40","2009-01-16T18:00:00.000","2009-01-16T18:00:00.000","11.7","V","HO"
"X4421601091800","X4","42","2009-01-16T18:00:00.000","2009-01-16T18:56:00.000","11.5","V","HO"
"X4441601091800","X4","44","2009-01-16T18:00:00.000","2009-01-16T18:01:00.000","66","V","HO"
"X4501601091800","X4","50","2009-01-16T18:00:00.000","2009-01-16T18:03:00.000","3.3","V","HO"
"X4361601091800","X4","36","2009-01-16T18:00:00.000",,"0","V","HO"
"X4321601091900","X4","32","2009-01-16T19:00:00.000",,"11.5","V","HO"
"X4331601091900","X4","33","2009-01-16T19:00:00.000",,"68","V","HO"
"X4341601091900","X4","34","2009-01-16T19:00:00.000",,"1019","V","HO"
"X4351601091900","X4","35","2009-01-16T19:00:00.000",,"0","V","HO"
"X4511601091900","X4","51","2009-01-16T19:00:00.000",,"116","V","HO"
"X4401601091900","X4","40","2009-01-16T19:00:00.000","2009-01-16T19:42:00.000","11.6","V","HO"
"X4421601091900","X4","42","2009-01-16T19:00:00.000","2009-01-16T19:04:00.000","11.5","V","HO"
"X4441601091900","X4","44","2009-01-16T19:00:00.000","2009-01-16T19:12:00.000","67","V","HO"
"X4501601091900","X4","50","2009-01-16T19:00:00.000","2009-01-16T19:32:00.000","2.6","V","HO"
"X4361601091900","X4","36","2009-01-16T19:00:00.000",,"0","V","HO"
"X4441601092000","X4","44","2009-01-16T20:00:00.000","2009-01-16T20:00:00.000","69","V","HO"
"X4361601092000","X4","36","2009-01-16T20:00:00.000",,"0","V","HO"
"X4501601092000","X4","50","2009-01-16T20:00:00.000","2009-01-16T20:10:00.000","2.6","V","HO"
"X4401601092000","X4","40","2009-01-16T20:00:00.000","2009-01-16T20:00:00.000","11.5","V","HO"
"X4011601092000","X4","1","2009-01-16T20:00:00.000","2009-01-16T20:48:00.000","1019","V","HO"
"X4511601092000","X4","51","2009-01-16T20:00:00.000",,"70","V","HO"
"X4421601092000","X4","42","2009-01-16T20:00:00.000","2009-01-16T20:58:00.000","11.2","V","HO"
"X4351601092000","X4","35","2009-01-16T20:00:00.000",,"0","V","HO"
"X4341601092000","X4","34","2009-01-16T20:00:00.000",,"1019","V","HO"
"X4331601092000","X4","33","2009-01-16T20:00:00.000",,"71","V","HO"
"X4321601092000","X4","32","2009-01-16T20:00:00.000",,"11.3","V","HO"
"X4321601092100","X4","32","2009-01-16T21:00:00.000",,"10.9","V","HO"
"X4331601092100","X4","33","2009-01-16T21:00:00.000",,"74","V","HO"
"X4341601092100","X4","34","2009-01-16T21:00:00.000",,"1019","V","HO"
"X4351601092100","X4","35","2009-01-16T21:00:00.000",,"0","V","HO"
"X4511601092100","X4","51","2009-01-16T21:00:00.000",,"28","V","HO"
"X4401601092100","X4","40","2009-01-16T21:00:00.000","2009-01-16T21:00:00.000","11.1","V","HO"
"X4421601092100","X4","42","2009-01-16T21:00:00.000","2009-01-16T21:58:00.000","10.7","V","HO"
"X4441601092100","X4","44","2009-01-16T21:00:00.000","2009-01-16T21:00:00.000","72","V","HO"
"X4501601092100","X4","50","2009-01-16T21:00:00.000","2009-01-16T21:57:00.000","2.5","V","HO"
"X4361601092100","X4","36","2009-01-16T21:00:00.000",,"0","V","HO"
"X4511601092200","X4","51","2009-01-16T22:00:00.000",,"342","V","HO"
"X4321601092200","X4","32","2009-01-16T22:00:00.000",,"10.7","V","HO"
"X4331601092200","X4","33","2009-01-16T22:00:00.000",,"75","V","HO"
"X4341601092200","X4","34","2009-01-16T22:00:00.000",,"1019","V","HO"
"X4361601092200","X4","36","2009-01-16T22:00:00.000",,"0","V","HO"
"X4501601092200","X4","50","2009-01-16T22:00:00.000","2009-01-16T22:58:00.000","3.5","V","HO"
"X4441601092200","X4","44","2009-01-16T22:00:00.000","2009-01-16T22:16:00.000","74","V","HO"
"X4421601092200","X4","42","2009-01-16T22:00:00.000","2009-01-16T22:54:00.000","10.5","V","HO"
"X4401601092200","X4","40","2009-01-16T22:00:00.000","2009-01-16T22:29:00.000","10.7","V","HO"
"X4351601092200","X4","35","2009-01-16T22:00:00.000",,"0","V","HO"
"X4511601092300","X4","51","2009-01-16T23:00:00.000",,"351","V","HO"
"X4351601092300","X4","35","2009-01-16T23:00:00.000",,"0","V","HO"
"X4441601092300","X4","44","2009-01-16T23:00:00.000","2009-01-16T23:11:00.000","74","V","HO"
"X4421601092300","X4","42","2009-01-16T23:00:00.000","2009-01-16T23:56:00.000","9.9","V","HO"
"X4501601092300","X4","50","2009-01-16T23:00:00.000","2009-01-16T23:00:00.000","3","V","HO"
"X4341601092300","X4","34","2009-01-16T23:00:00.000",,"1019","V","HO"
"X4331601092300","X4","33","2009-01-16T23:00:00.000",,"75","V","HO"
"X4321601092300","X4","32","2009-01-16T23:00:00.000",,"10.3","V","HO"
"X4401601092300","X4","40","2009-01-16T23:00:00.000","2009-01-16T23:00:00.000","10.5","V","HO"
"X4361601092300","X4","36","2009-01-16T23:00:00.000",,"0","V","HO"
"X4341701090000","X4","34","2009-01-17T00:00:00.000",,"1019","V","HO"
"X4351701090000","X4","35","2009-01-17T00:00:00.000",,"0","V","HO"
"X4361701090000","X4","36","2009-01-17T00:00:00.000",,"0","V","HO"
"X4401701090000","X4","40","2009-01-17T00:00:00.000","2009-01-17T00:30:00.000","10.1","V","HO"
"X4331701090000","X4","33","2009-01-17T00:00:00.000",,"76","V","HO"
"X4441701090000","X4","44","2009-01-17T00:00:00.000","2009-01-17T00:32:00.000","75","V","HO"
"X4501701090000","X4","50","2009-01-17T00:00:00.000","2009-01-17T00:54:00.000","3.1","V","HO"
"X4511701090000","X4","51","2009-01-17T00:00:00.000",,"341","V","HO"
"X4321701090000","X4","32","2009-01-17T00:00:00.000",,"10","V","HO"
"X4421701090000","X4","42","2009-01-17T00:00:00.000","2009-01-17T00:01:00.000","9.8","V","HO"
"X4321701090100","X4","32","2009-01-17T01:00:00.000",,"9.9","V","HO"
"X4331701090100","X4","33","2009-01-17T01:00:00.000",,"75","V","HO"
