"id","codi_estacio","codi_variable","data_lectura","data_extrem","valor_lectura","codi_estat","codi_base"
"X4341701090100","X4","34","2009-01-17T01:00:00.000",,"1019","V","HO"
"X4351701090100","X4","35","2009-01-17T01:00:00.000",,"0","V","HO"
"X4511701090100","X4","51","2009-01-17T01:00:00.000",,"356","V","HO"
"X4401701090100","X4","40","2009-01-17T01:00:00.000","2009-01-17T01:01:00.000","10","V","HO"
"X4421701090100","X4","42","2009-01-17T01:00:00.000","2009-01-17T01:58:00.000","9.8","V","HO"
"X4441701090100","X4","44","2009-01-17T01:00:00.000","2009-01-17T01:58:00.000","74","V","HO"
"X4501701090100","X4","50","2009-01-17T01:00:00.000","2009-01-17T01:01:00.000","2.9","V","HO"
"X4361701090100","X4","36","2009-01-17T01:00:00.000",,"0","V","HO"
"X4441701090200","X4","44","2009-01-17T02:00:00.000","2009-01-17T02:23:00.000","73","V","HO"
"X4501701090200","X4","50","2009-01-17T02:00:00.000","2009-01-17T02:01:00.000","2.1","V","HO"
"X4511701090200","X4","51","2009-01-17T02:00:00.000",,"11","V","HO"
"X4321701090200","X4","32","2009-01-17T02:00:00.000",,"9.6","V","HO"
"X4331701090200","X4","33","2009-01-17T02:00:00.000",,"73","V","HO"
"X4341701090200","X4","34","2009-01-17T02:00:00.000",,"1018","V","HO"
"X4351701090200","X4","35","2009-01-17T02:00:00.000",,"0","V","HO"
"X4361701090200","X4","36","2009-01-17T02:00:00.000",,"0","V","HO"
"X4401701090200","X4","40","2009-01-17T02:00:00.000","2009-01-17T02:00:00.000","9.8","V","HO"
"X4421701090200","X4","42","2009-01-17T02:00:00.000","2009-01-17T02:27:00.000","9.5","V","HO"
"X4321701090300","X4","32","2009-01-17T03:00:00.000",,"9.5","V","HO"
"X4331701090300","X4","33","2009-01-17T03:00:00.000",,"75","V","HO"
"X4341701090300","X4","34","2009-01-17T03:00:00.000",,"1018","V","HO"
"X4351701090300","X4","35","2009-01-17T03:00:00.000",,"0","V","HO"
"X4361701090300","X4","36","2009-01-17T03:00:00.000",,"0","V","HO"
"X4401701090300","X4","40","2009-01-17T03:00:00.000","2009-01-17T03:09:00.000","9.7","V","HO"
"X4421701090300","X4","42","2009-01-17T03:00:00.000","2009-01-17T03:58:00.000","9.3","V","HO"
"X4441701090300","X4","44","2009-01-17T03:00:00.000","2009-01-17T03:00:00.000","73","V","HO"
"X4501701090300","X4","50","2009-01-17T03:00:00.000","2009-01-17T03:13:00.000","1.4","V","HO"
"X4511701090300","X4","51","2009-01-17T03:00:00.000",,"234","V","HO"
"X4331701090400","X4","33","2009-01-17T04:00:00.000",,"76","V","HO"
"X4341701090400","X4","34","2009-01-17T04:00:00.000",,"1018","V","HO"
"X4351701090400","X4","35","2009-01-17T04:00:00.000",,"0","V","HO"
"X4361701090400","X4","36","2009-01-17T04:00:00.000",,"0","V","HO"
"X4321701090400","X4","32","2009-01-17T04:00:00.000",,"9","V","HO"
"X4421701090400","X4","42","2009-01-17T04:00:00.000","2009-01-17T04:50:00.000","8.8","V","HO"
"X4441701090400","X4","44","2009-01-17T04:00:00.000","2009-01-17T04:02:00.000","75","V","HO"
"X4501701090400","X4","50","2009-01-17T04:00:00.000","2009-01-17T04:35:00.000","0.8","V","HO"
"X4511701090400","X4","51","2009-01-17T04:00:00.000",,"157","V","HO"
"X4401701090400","X4","40","2009-01-17T04:00:00.000","2009-01-17T04:00:00.000","9.3","V","HO"
"X4351701090500","X4","35","2009-01-17T05:00:00.000",,"0","V","HO"
"X4361701090500","X4","36","2009-01-17T05:00:00.000",,"0","V","HO"
"X4401701090500","X4","40","2009-01-17T05:00:00.000","2009-01-17T05:58:00.000","9.1","V","HO"
"X4421701090500","X4","42","2009-01-17T05:00:00.000","2009-01-17T05:05:00.000","8.8","V","HO"
"X4441701090500","X4","44","2009-01-17T05:00:00.000","2009-01-17T05:58:00.000","74","V","HO"
"X4501701090500","X4","50","2009-01-17T05:00:00.000","2009-01-17T05:10:00.000","1.2","V","HO"
"X4511701090500","X4","51","2009-01-17T05:00:00.000",,"201","V","HO"
"X4321701090500","X4","32","2009-01-17T05:00:00.000",,"8.9","V","HO"
"X4331701090500","X4","33","2009-01-17T05:00:00.000",,"76","V","HO"
"X4341701090500","X4","34","2009-01-17T05:00:00.000",,"1018","V","HO"
"X4511701090600","X4","51","2009-01-17T06:00:00.000",,"91","V","HO"
"X4321701090600","X4","32","2009-01-17T06:00:00.000",,"8.9","V","HO"
"X4331701090600","X4","33","2009-01-17T06:00:00.000",,"75","V","HO"
"X4341701090600","X4","34","2009-01-17T06:00:00.000",,"1019","V","HO"
"X4351701090600","X4","35","2009-01-17T06:00:00.000",,"0","V","HO"
"X4361701090600","X4","36","2009-01-17T06:00:00.000",,"0","V","HO"
"X4401701090600","X4","40","2009-01-17T06:00:00.000","2009-01-17T06:08:00.000","9.1","V","HO"
"X4421701090600","X4","42","2009-01-17T06:00:00.000","2009-01-17T06:47:00.000","8.6","V","HO"
"X4441701090600","X4","44","2009-01-17T06:00:00.000","2009-01-17T06:00:00.000","74","V","HO"
"X4501701090600","X4","50","2009-01-17T06:00:00.000","2009-01-17T06:28:00.000","1","V","HO"
"X4321701090700","X4","32","2009-01-17T07:00:00.000",,"9.2","V","HO"
"X4331701090700","X4","33","2009-01-17T07:00:00.000",,"74","V","HO"
"X4341701090700","X4","34","2009-01-17T07:00:00.000",,"1019","V","HO"
"X4351701090700","X4","35","2009-01-17T07:00:00.000",,"0","V","HO"
"X4511701090700","X4","51","2009-01-17T07:00:00.000",,"270","V","HO"
"X4401701090700","X4","40","2009-01-17T07:00:00.000","2009-01-17T07:27:00.000","9.4","V","HO"
"X4421701090700","X4","42","2009-01-17T07:00:00.000","2009-01-17T07:00:00.000","8.6","V","HO"
"X4441701090700","X4","44","2009-01-17T07:00:00.000","2009-01-17T07:47:00.000","72","V","HO"
"X4501701090700","X4","50","2009-01-17T07:00:00.000","2009-01-17T07:13:00.000","2.6","V","HO"
"X4361701090700","X4","36","2009-01-17T07:00:00.000",,"10","V","HO"
"X4341701090800","X4","34","2009-01-17T08:00:00.000",,"1019","V","HO"
"X4351701090800","X4","35","2009-01-17T08:00:00.000",,"0","V","HO"
"X4321701090800","X4","32","2009-01-17T08:00:00.000",,"9.7","V","HO"
"X4501701090800","X4","50","2009-01-17T08:00:00.000","2009-01-17T08:50:00.000","4","V","HO"
"X4511701090800","X4","51","2009-01-17T08:00:00.000",,"314","V","HO"
"X4361701090800","X4","36","2009-01-17T08:00:00.000",,"78","V","HO"
"X4441701090800","X4","44","2009-01-17T08:00:00.000","2009-01-17T08:56:00.000","63","V","HO"
"X4421701090800","X4","42","2009-01-17T08:00:00.000","2009-01-17T08:01:00.000","9.1","V","HO"
"X4401701090800","X4","40","2009-01-17T08:00:00.000","2009-01-17T08:58:00.000","10.4","V","HO"
"X4331701090800","X4","33","2009-01-17T08:00:00.000",,"67","V","HO"
"X4321701090900","X4","32","2009-01-17T09:00:00.000",,"10.9","V","HO"
"X4331701090900","X4","33","2009-01-17T09:00:00.000",,"61","V","HO"
"X4341701090900","X4","34","2009-01-17T09:00:00.000",,"1020","V","HO"
"X4351701090900","X4","35","2009-01-17T09:00:00.000",,"0","V","HO"
"X4511701090900","X4","51","2009-01-17T09:00:00.000",,"318","V","HO"
"X4401701090900","X4","40","2009-01-17T09:00:00.000","2009-01-17T09:58:00.000","11.9","V","HO"
"X4421701090900","X4","42","2009-01-17T09:00:00.000","2009-01-17T09:00:00.000","10.4","V","HO"
"X4441701090900","X4","44","2009-01-17T09:00:00.000","2009-01-17T09:58:00.000","57","V","HO"
"X4501701090900","X4","50","2009-01-17T09:00:00.000","2009-01-17T09:24:00.000","3.3","V","HO"
"X4361701090900","X4","36","2009-01-17T09:00:00.000",,"205","V","HO"
"X4401701091000","X4","40","2009-01-17T10:00:00.000","2009-01-17T10:58:00.000","13.5","V","HO"
"X4421701091000","X4","42","2009-01-17T10:00:00.000","2009-01-17T10:28:00.000","11.8","V","HO"
"X4441701091000","X4","44","2009-01-17T10:00:00.000","2009-01-17T10:58:00.000","52","V","HO"
"X4501701091000","X4","50","2009-01-17T10:00:00.000","2009-01-17T10:32:00.000","4.3","V","HO"
"X4511701091000","X4","51","2009-01-17T10:00:00.000",,"304","V","HO"
"X4011701091000","X4","1","2009-01-17T10:00:00.000","2009-01-17T10:44:00.000","1020","V","HO"
"X4331701091000","X4","33","2009-01-17T10:00:00.000",,"56","V","HO"
"X4341701091000","X4","34","2009-01-17T10:00:00.000",,"1020","V","HO"
"X4351701091000","X4","35","2009-01-17T10:00:00.000",,"0","V","HO"
"X4361701091000","X4","36","2009-01-17T10:00:00.000",,"343","V","HO"
"X4321701091000","X4","32","2009-01-17T10:00:00.000",,"12.2","V","HO"
"X4321701091100","X4","32","2009-01-17T11:00:00.000",,"14","V","HO"
"X4331701091100","X4","33","2009-01-17T11:00:00.000",,"49","V","HO"
"X4341701091100","X4","34","2009-01-17T11:00:00.000",,"1020","V","HO"
"X4351701091100","X4","35","2009-01-17T11:00:00.000",,"0","V","HO"
"X4511701091100","X4","51","2009-01-17T11:00:00.000",,"290","V","HO"
"X4401701091100","X4","40","2009-01-17T11:00:00.000","2009-01-17T11:38:00.000","14.3","V","HO"
"X4421701091100","X4","42","2009-01-17T11:00:00.000","2009-01-17T11:00:00.000","13.5","V","HO"
"X4441701091100","X4","44","2009-01-17T11:00:00.000","2009-01-17T11:41:00.000","48","V","HO"
"X4501701091100","X4","50","2009-01-17T11:00:00.000","2009-01-17T11:51:00.000","5.6","V","HO"
"X4361701091100","X4","36","2009-01-17T11:00:00.000",,"479","V","HO"
"X4321701091200","X4","32","2009-01-17T12:00:00.000",,"14.4","V","HO"
"X4331701091200","X4","33","2009-01-17T12:00:00.000",,"46","V","HO"
"X4341701091200","X4","34","2009-01-17T12:00:00.000",,"1019","V","HO"
"X4351701091200","X4","35","2009-01-17T12:00:00.000",,"0","V","HO"
"X4511701091200","X4","51","2009-01-17T12:00:00.000",,"327","V","HO"
"X4401701091200","X4","40","2009-01-17T12:00:00.000","2009-01-17T12:46:00.000","14.8","V","HO"
"X4421701091200","X4","42","2009-01-17T12:00:00.000","2009-01-17T12:00:00.000","13.8","V","HO"
"X4441701091200","X4","44","2009-01-17T12:00:00.000","2009-01-17T12:52:00.000","44","V","HO"
"X4501701091200","X4","50","2009-01-17T12:00:00.000","2009-01-17T12:24:00.000","7.2","V","HO"
"X4361701091200","X4","36","2009-01-17T12:00:00.000",,"456","V","HO"
"X4321701091300","X4","32","2009-01-17T13:00:00.000",,"15.2","V","HO"
"X4331701091300","X4","33","2009-01-17T13:00:00.000",,"43","V","HO"
"X4341701091300","X4","34","2009-01-17T13:00:00.000",,"1019","V","HO"
"X4351701091300","X4","35","2009-01-17T13:00:00.000",,"0","V","HO"
"X4511701091300","X4","51","2009-01-17T13:00:00.000",,"305","V","HO"
"X4401701091300","X4","40","2009-01-17T13:00:00.000","2009-01-17T13:58:00.000","15.9","V","HO"
"X4421701091300","X4","42","2009-01-17T13:00:00.000","2009-01-17T13:00:00.000","14.6","V","HO"
"X4441701091300","X4","44","2009-01-17T13:00:00.000","2009-01-17T13:38:00.000","41","V","HO"
"X4501701091300","X4","50","2009-01-17T13:00:00.000","2009-01-17T13:00:00.000","5.7","V","HO"
"X4361701091300","X4","36","2009-01-17T13:00:00.000",,"415","V","HO"
"X4321701091400","X4","32","2009-01-17T14:00:00.000",,"15.9","V","HO"
"X4331701091400","X4","33","2009-01-17T14:00:00.000",,"41","V","HO"
"X4341701091400","X4","34","2009-01-17T14:00:00.000",,"1018","V","HO"
"X4351701091400","X4","35","2009-01-17T14:00:00.000",,"0","V","HO"
"X4511701091400","X4","51","2009-01-17T14:00:00.000",,"313","V","HO"
"X4401701091400","X4","40","2009-01-17T14:00:00.000","2009-01-17T14:27:00.000","16.2","V","HO"
"X4421701091400","X4","42","2009-01-17T14:00:00.000","2009-01-17T14:58:00.000","15.5","V","HO"
"X4441701091400","X4","44","2009-01-17T14:00:00.000","2009-01-17T14:28:00.000","39","V","HO"
"X4501701091400","X4","50","2009-01-17T14:00:00.000","2009-01-17T14:13:00.000","3.9","V","HO"
"X4361701091400","X4","36","2009-01-17T14:00:00.000",,"296","V","HO"
"X4321701091500","X4","32","2009-01-17T15:00:00.000",,"14.1","V","HO"
"X4331701091500","X4","33","2009-01-17T15:00:00.000",,"57","V","HO"
"X4341701091500","X4","34","2009-01-17T15:00:00.000",,"1018","V","HO"
"X4351701091500","X4","35","2009-01-17T15:00:00.000",,"0","V","HO"
"X4511701091500","X4","51","2009-01-17T15:00:00.000",,"234","V","HO"
"X4401701091500","X4","40","2009-01-17T15:00:00.000","2009-01-17T15:00:00.000","15.5","V","HO"
"X4421701091500","X4","42","2009-01-17T15:00:00.000","2009-01-17T15:53:00.000","13.5","V","HO"
"X4441701091500","X4","44","2009-01-17T15:00:00.000","2009-01-17T15:00:00.000","47","V","HO"
"X4501701091500","X4","50","2009-01-17T15:00:00.000","2009-01-17T15:00:00.000","5.1","V","HO"
"X4361701091500","X4","36","2009-01-17T15:00:00.000",,"155","V","HO"
"X4511701091600","X4","51","2009-01-17T16:00:00.000",,"253","V","HO"
"X4321701091600","X4","32","2009-01-17T16:00:00.000",,"12.7","V","HO"
"X4331701091600","X4","33","2009-01-17T16:00:00.000",,"65","V","HO"
"X4341701091600","X4","34","2009-01-17T16:00:00.000",,"1018","V","HO"
"X4501701091600","X4","50","2009-01-17T16:00:00.000","2009-01-17T16:28:00.000","4.1","V","HO"
"X4361701091600","X4","36","2009-01-17T16:00:00.000",,"28","V","HO"
"X4401701091600","X4","40","2009-01-17T16:00:00.000","2009-01-17T16:00:00.000","13.5","V","HO"
"X4421701091600","X4","42","2009-01-17T16:00:00.000","2009-01-17T16:58:00.000","11.9","V","HO"
"X4441701091600","X4","44","2009-01-17T16:00:00.000","2009-01-17T16:01:00.000","60","V","HO"
"X4351701091600","X4","35","2009-01-17T16:00:00.000",,"0","V","HO"
"X4401701091700","X4","40","2009-01-17T17:00:00.000","2009-01-17T17:00:00.000","11.9","V","HO"
"X4421701091700","X4","42","2009-01-17T17:00:00.000","2009-01-17T17:50:00.000","11.4","V","HO"
"X4441701091700","X4","44","2009-01-17T17:00:00.000","2009-01-17T17:58:00.000","68","V","HO"
"X4501701091700","X4","50","2009-01-17T17:00:00.000","2009-01-17T17:00:00.000","4.6","V","HO"
"X4511701091700","X4","51","2009-01-17T17:00:00.000",,"254","V","HO"
"X4321701091700","X4","32","2009-01-17T17:00:00.000",,"11.6","V","HO"
"X4331701091700","X4","33","2009-01-17T17:00:00.000",,"69","V","HO"
"X4341701091700","X4","34","2009-01-17T17:00:00.000",,"1018","V","HO"
"X4351701091700","X4","35","2009-01-17T17:00:00.000",,"0","V","HO"
"X4361701091700","X4","36","2009-01-17T17:00:00.000",,"0","V","HO"
"X4401701091800","X4","40","2009-01-17T18:00:00.000","2009-01-17T18:00:00.000","11.4","V","HO"
"X4421701091800","X4","42","2009-01-17T18:00:00.000","2009-01-17T18:58:00.000","10.9","V","HO"
"X4441701091800","X4","44","2009-01-17T18:00:00.000","2009-01-17T18:42:00.000","60","V","HO"
"X4501701091800","X4","50","2009-01-17T18:00:00.000","2009-01-17T18:16:00.000","3.7","V","HO"
"X4361701091800","X4","36","2009-01-17T18:00:00.000",,"0","V","HO"
"X4321701091800","X4","32","2009-01-17T18:00:00.000",,"11.2","V","HO"
"X4331701091800","X4","33","2009-01-17T18:00:00.000",,"63","V","HO"
"X4341701091800","X4","34","2009-01-17T18:00:00.000",,"1019","V","HO"
"X4351701091800","X4","35","2009-01-17T18:00:00.000",,"0","V","HO"
"X4511701091800","X4","51","2009-01-17T18:00:00.000",,"317","V","HO"
"X4501701091900","X4","50","2009-01-17T19:00:00.000","2009-01-17T19:00:00.000","3.8","V","HO"
"X4321701091900","X4","32","2009-01-17T19:00:00.000",,"10.7","V","HO"
"X4331701091900","X4","33","2009-01-17T19:00:00.000",,"61","V","HO"
"X4441701091900","X4","44","2009-01-17T19:00:00.000","2009-01-17T19:03:00.000","59","V","HO"
"X4341701091900","X4","34","2009-01-17T19:00:00.000",,"1019","V","HO"
"X4351701091900","X4","35","2009-01-17T19:00:00.000",,"0","V","HO"
"X4421701091900","X4","42","2009-01-17T19:00:00.000","2009-01-17T19:58:00.000","10.5","V","HO"
"X4511701091900","X4","51","2009-01-17T19:00:00.000",,"312","V","HO"
"X4361701091900","X4","36","2009-01-17T19:00:00.000",,"0","V","HO"
"X4401701091900","X4","40","2009-01-17T19:00:00.000","2009-01-17T19:09:00.000","10.9","V","HO"
"X4321701092000","X4","32","2009-01-17T20:00:00.000",,"10","V","HO"
"X4331701092000","X4","33","2009-01-17T20:00:00.000",,"63","V","HO"
"X4341701092000","X4","34","2009-01-17T20:00:00.000",,"1019","V","HO"
"X4351701092000","X4","35","2009-01-17T20:00:00.000",,"0","V","HO"
"X4511701092000","X4","51","2009-01-17T20:00:00.000",,"267","V","HO"
"X4401701092000","X4","40","2009-01-17T20:00:00.000","2009-01-17T20:01:00.000","10.5","V","HO"
"X4421701092000","X4","42","2009-01-17T20:00:00.000","2009-01-17T20:57:00.000","9.4","V","HO"
"X4441701092000","X4","44","2009-01-17T20:00:00.000","2009-01-17T20:01:00.000","60","V","HO"
"X4501701092000","X4","50","2009-01-17T20:00:00.000","2009-01-17T20:05:00.000","3.2","V","HO"
"X4361701092000","X4","36","2009-01-17T20:00:00.000",,"0","V","HO"
"X4321701092100","X4","32","2009-01-17T21:00:00.000",,"9.4","V","HO"
"X4331701092100","X4","33","2009-01-17T21:00:00.000",,"66","V","HO"
"X4341701092100","X4","34","2009-01-17T21:00:00.000",,"1019","V","HO"
"X4351701092100","X4","35","2009-01-17T21:00:00.000",,"0","V","HO"
"X4511701092100","X4","51","2009-01-17T21:00:00.000",,"252","V","HO"
"X4401701092100","X4","40","2009-01-17T21:00:00.000","2009-01-17T21:09:00.000","9.6","V","HO"
"X4421701092100","X4","42","2009-01-17T21:00:00.000","2009-01-17T21:58:00.000","9","V","HO"
"X4441701092100","X4","44","2009-01-17T21:00:00.000","2009-01-17T21:08:00.000","65","V","HO"
"X4501701092100","X4","50","2009-01-17T21:00:00.000","2009-01-17T21:32:00.000","2.4","V","HO"
"X4361701092100","X4","36","2009-01-17T21:00:00.000",,"0","V","HO"
"X4341701092200","X4","34","2009-01-17T22:00:00.000",,"1018","V","HO"
"X4351701092200","X4","35","2009-01-17T22:00:00.000",,"0","V","HO"
"X4361701092200","X4","36","2009-01-17T22:00:00.000",,"0","V","HO"
"X4401701092200","X4","40","2009-01-17T22:00:00.000","2009-01-17T22:00:00.000","8.9","V","HO"
"X4421701092200","X4","42","2009-01-17T22:00:00.000","2009-01-17T22:37:00.000","8.7","V","HO"
"X4441701092200","X4","44","2009-01-17T22:00:00.000","2009-01-17T22:58:00.000","67","V","HO"
"X4501701092200","X4","50","2009-01-17T22:00:00.000","2009-01-17T22:50:00.000","1.8","V","HO"
"X4511701092200","X4","51","2009-01-17T22:00:00.000",,"270","V","HO"
"X4321701092200","X4","32","2009-01-17T22:00:00.000",,"8.8","V","HO"
"X4331701092200","X4","33","2009-01-17T22:00:00.000",,"68","V","HO"
"X4321701092300","X4","32","2009-01-17T23:00:00.000",,"8.8","V","HO"
"X4331701092300","X4","33","2009-01-17T23:00:00.000",,"66","V","HO"
"X4351701092300","X4","35","2009-01-17T23:00:00.000",,"0","V","HO"
"X4361701092300","X4","36","2009-01-17T23:00:00.000",,"0","V","HO"
"X4401701092300","X4","40","2009-01-17T23:00:00.000","2009-01-17T23:53:00.000","8.9","V","HO"
"X4511701092300","X4","51","2009-01-17T23:00:00.000",,"266","V","HO"
"X4441701092300","X4","44","2009-01-17T23:00:00.000","2009-01-17T23:34:00.000","66","V","HO"
"X4501701092300","X4","50","2009-01-17T23:00:00.000","2009-01-17T23:42:00.000","1.9","V","HO"
"X4021701092300","X4","2","2009-01-17T23:00:00.000","2009-01-17T23:55:00.000","1017","V","HO"
"X4341701092300","X4","34","2009-01-17T23:00:00.000",,"1018","V","HO"
"X4421701092300","X4","42","2009-01-17T23:00:00.000","2009-01-17T23:06:00.000","8.7","V","HO"
"X4441801090000","X4","44","2009-01-18T00:00:00.000","2009-01-18T00:58:00.000","66","V","HO"
"X4501801090000","X4","50","2009-01-18T00:00:00.000","2009-01-18T00:53:00.000","3.6","V","HO"
"X4511801090000","X4","51","2009-01-18T00:00:00.000",,"317","V","HO"
"X4321801090000","X4","32","2009-01-18T00:00:00.000",,"8.8","V","HO"
"X4331801090000","X4","33","2009-01-18T00:00:00.000",,"67","V","HO"
"X4011801090000","X4","1","2009-01-18T00:00:00.000","2009-01-18T00:00:00.000","1017","V","HO"
"X4351801090000","X4","35","2009-01-18T00:00:00.000",,"0","V","HO"
"X4361801090000","X4","36","2009-01-18T00:00:00.000",,"0","V","HO"
"X4401801090000","X4","40","2009-01-18T00:00:00.000","2009-01-18T00:20:00.000","8.9","V","HO"
"X4421801090000","X4","42","2009-01-18T00:00:00.000","2009-01-18T00:55:00.000","8.8","V","HO"
"X4341801090000","X4","34","2009-01-18T00:00:00.000",,"1017","V","HO"
"X4441801090100","X4","44","2009-01-18T01:00:00.000","2009-01-18T01:08:00.000","64","V","HO"
"X4501801090100","X4","50","2009-01-18T01:00:00.000","2009-01-18T01:18:00.000","4.9","V","HO"
"X4511801090100","X4","51","2009-01-18T01:00:00.000",,"304","V","HO"
"X4321801090100","X4","32","2009-01-18T01:00:00.000",,"8.4","V","HO"
"X4331801090100","X4","33","2009-01-18T01:00:00.000",,"65","V","HO"
"X4341801090100","X4","34","2009-01-18T01:00:00.000",,"1017","V","HO"
"X4351801090100","X4","35","2009-01-18T01:00:00.000",,"0","V","HO"
"X4361801090100","X4","36","2009-01-18T01:00:00.000",,"0","V","HO"
"X4401801090100","X4","40","2009-01-18T01:00:00.000","2009-01-18T01:00:00.000","8.8","V","HO"
"X4421801090100","X4","42","2009-01-18T01:00:00.000","2009-01-18T01:58:00.000","8","V","HO"
"X4321801090200","X4","32","2009-01-18T02:00:00.000",,"7.9","V","HO"
"X4331801090200","X4","33","2009-01-18T02:00:00.000",,"67","V","HO"
"X4341801090200","X4","34","2009-01-18T02:00:00.000",,"1017","V","HO"
"X4351801090200","X4","35","2009-01-18T02:00:00.000",,"0","V","HO"
"X4361801090200","X4","36","2009-01-18T02:00:00.000",,"0","V","HO"
"X4401801090200","X4","40","2009-01-18T02:00:00.000","2009-01-18T02:41:00.000","8.1","V","HO"
